0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.0,-0.0530511736869812,-0.03247177600860596,-0.025978960967961484,-0.08733904361724854,-0.10853135585784912,-0.04239223984569662,-0.05129563808441162,-0.1632835865020752,-0.060094804442826444,-0.0032865405082702637,-0.1906881332397461,-0.07719796238035315,-0.07371175289154053,-0.24524599313735962,-0.0324312159189617,-0.08542287349700928,-0.3517909646034241,-0.0572751769194042,-0.09021830558776855,-0.41611117124557495,-0.07052240607828253,-0.09274137020111084,-0.47217246890068054,-0.07872824457973593,-0.025342047214508057,-0.2515365779399872,-0.038631451255980664,-0.01517951488494873,-0.3693980872631073,-0.0647972979912197,-0.00703883171081543,-0.4446665048599243,-0.0791952693232929,0.002030491828918457,-0.5097301304340363,-0.08537250844329947,0.016750872135162354,-0.22910326719284058,-0.04752186400384062,0.005940437316894531,-0.24586817622184753,-0.07975544122547262,-0.012728095054626465,-0.1805233359336853,-0.08363598672241324,-0.01999109983444214,-0.1397472620010376,-0.0765647226342594,0.05049288272857666,-0.19095760583877563,-0.05897066084236258,0.029185056686401367,-0.19219744205474854,-0.08110486058086508,0.007507979869842529,-0.14181458950042725,-0.07802772609085196,-0.0017652511596679688,-0.11080914735794067,-0.07011696038335913,2
0.0,0.0,0.0,-0.0518571138381958,-0.026867389678955078,-0.03458895466650347,-0.07878410816192627,-0.09532862901687622,-0.05591279573167185,-0.0373874306678772,-0.1505439281463623,-0.07672354511345247,0.006409049034118652,-0.18968933820724487,-0.09592553905571322,-0.0793834924697876,-0.24145421385765076,-0.04044096849287371,-0.09085988998413086,-0.3498409390449524,-0.06761851839149813,-0.0970238447189331,-0.41837453842163086,-0.08263550631130556,-0.10203897953033447,-0.476676344871521,-0.09232252023542742,-0.03180903196334839,-0.25161394476890564,-0.043789743700870076,-0.01879328489303589,-0.3729898929595947,-0.07176206938351015,-0.006043553352355957,-0.45089221000671387,-0.08729132942283968,0.005793273448944092,-0.5162279903888702,-0.09458190135086397,0.008496582508087158,-0.22748932242393494,-0.0506321669312797,0.008939504623413086,-0.2501889765262604,-0.08516131273830752,-0.006225168704986572,-0.18624752759933472,-0.08968367359960894,-0.014539778232574463,-0.1469833254814148,-0.0830287479552112,0.039984047412872314,-0.18654006719589233,-0.06065079874719004,0.030337154865264893,-0.19594717025756836,-0.08627700738037447,0.011555075645446777,-0.14973461627960205,-0.08502326838100771,-0.0010298490524291992,-0.12103629112243652,-0.07811920277202944,2
0.0,0.0,0.0,-0.054471373558044434,-0.02873021364212036,-0.025421517836718976,-0.09047192335128784,-0.11010247468948364,-0.039973563450246274,-0.062549889087677,-0.17980355024337769,-0.05644587700334114,-0.020799100399017334,-0.22078725695610046,-0.07172129203644317,-0.09174013137817383,-0.2480604648590088,-0.021548501151471555,-0.11047536134719849,-0.3549465537071228,-0.044347505020766675,-0.11807084083557129,-0.4209464192390442,-0.056449684250026166,-0.12294510006904602,-0.4742295742034912,-0.06321558256712478,-0.04541581869125366,-0.2566624581813812,-0.028842271241217077,-0.042153894901275635,-0.38151440024375916,-0.054465292888551176,-0.040416598320007324,-0.45929984748363495,-0.06872657586899322,-0.036838412284851074,-0.5224847197532654,-0.07356340338554901,-0.002998650074005127,-0.235968679189682,-0.039653687673478544,-0.011120021343231201,-0.27177751064300537,-0.07559339602556747,-0.027686595916748047,-0.19883573055267334,-0.07874370266762298,-0.03414064645767212,-0.1529557704925537,-0.06874854018059295,0.031669676303863525,-0.19864508509635925,-0.05262229492035431,0.013726532459259033,-0.2212478518486023,-0.07793433119621795,-0.003760099411010742,-0.16518521308898926,-0.07304425438013595,-0.009678483009338379,-0.1284162402153015,-0.06215055187311691,2
0.0,0.0,0.0,-0.05690997838973999,-0.03328680992126465,-0.025235375820898298,-0.09545087814331055,-0.11335086822509766,-0.04174490316142965,-0.06568211317062378,-0.17489725351333618,-0.06042208565702367,-0.02007955312728882,-0.20847147703170776,-0.07822682379116941,-0.08845400810241699,-0.2577047348022461,-0.029333064764045957,-0.10701829195022583,-0.3679230809211731,-0.05453743456234861,-0.11553189158439636,-0.43406909704208374,-0.06768276213040281,-0.12079459428787231,-0.4901188313961029,-0.07541876701941419,-0.038321077823638916,-0.26833105087280273,-0.03739241553773809,-0.03587532043457031,-0.39487725496292114,-0.06390667377343107,-0.03320968151092529,-0.47325992584228516,-0.07881071089138914,-0.02855825424194336,-0.537373274564743,-0.08489231435885358,0.006823301315307617,-0.247339129447937,-0.04837153895130086,-0.009033560752868652,-0.27013030648231506,-0.08204625962605405,-0.02654898166656494,-0.20233601331710815,-0.08669218836655546,-0.03175586462020874,-0.15769743919372559,-0.079439808114671,0.04177975654602051,-0.20794165134429932,-0.06185257105460096,0.016039550304412842,-0.20821303129196167,-0.08527549771895337,-0.0058081746101379395,-0.15554308891296387,-0.08260184197058607,-0.014105916023254395,-0.12070441246032715,-0.0744593855582707,2
0.0,0.0,0.0,-0.0641222596168518,-0.030843615531921387,-0.018267626948443194,-0.11588194966316223,-0.11646753549575806,-0.030413554124322673,-0.09936937689781189,-0.19496101140975952,-0.04704583909341409,-0.04705756902694702,-0.23485365509986877,-0.06247858058640077,-0.0959506630897522,-0.2564241290092468,-0.010752105228391429,-0.12335318326950073,-0.36194825172424316,-0.03163828428813531,-0.13620775938034058,-0.424393892288208,-0.04271270062753274,-0.14346733689308167,-0.4774256646633148,-0.049340357146945735,-0.050711631774902344,-0.2685331702232361,-0.021976121775594493,-0.05779761075973511,-0.40310782194137573,-0.046987061463084956,-0.06428700685501099,-0.4808900058269501,-0.061117378137794276,-0.06527000665664673,-0.5468427836894989,-0.06564295392462327,-0.006780028343200684,-0.25202760100364685,-0.03645995732375695,-0.043954432010650635,-0.285317987203598,-0.07312421601244523,-0.06092548370361328,-0.20850801467895508,-0.07579187404343202,-0.05754178762435913,-0.16000604629516602,-0.06423600118586137,0.030630111694335938,-0.21831226348876953,-0.05281755428740098,-0.015353858470916748,-0.23868077993392944,-0.07765410941073014,-0.032674193382263184,-0.18064332008361816,-0.07229200851151063,-0.02925044298171997,-0.1393749713897705,-0.06087578933664872,2
0.0,0.0,0.0,-0.05244159698486328,0.045541733503341675,-0.026121531955595856,-0.11597907543182373,0.04692772030830383,-0.040189023472066765,-0.16259342432022095,-0.011523336172103882,-0.05625569388985241,-0.1924416422843933,-0.06805190443992615,-0.07098774180531109,-0.19015759229660034,0.03466370701789856,-0.013295815668698197,-0.26543089747428894,0.038213759660720825,-0.03572906494855488,-0.31260180473327637,0.03879007697105408,-0.0507666648995837,-0.3530714511871338,0.03751376271247864,-0.06086340487718189,-0.18572664260864258,-0.023751437664031982,-0.018754399724002724,-0.2695644199848175,-0.05264982581138611,-0.042930419899221306,-0.31854134798049927,-0.06942301988601685,-0.06064202950119579,-0.3605238199234009,-0.08732780814170837,-0.07013257161497677,-0.15953755378723145,-0.06965956091880798,-0.028314319781657105,-0.20161253213882446,-0.07852286100387573,-0.0640861423385104,-0.16061657667160034,-0.04035195708274841,-0.07012632802843655,-0.13000273704528809,-0.019966959953308105,-0.063790160573717,-0.12214064598083496,-0.10393786430358887,-0.03987101779102886,-0.15766990184783936,-0.1005881130695343,-0.06452624068379009,-0.1325806975364685,-0.06510379910469055,-0.06150573805689419,-0.10958927869796753,-0.04396483302116394,-0.05345086321949566,2
0.0,0.0,0.0,-0.05708593130111694,0.022808223962783813,-0.01995783641706339,-0.11552965641021729,-0.004296988248825073,-0.033192377237185156,-0.13597768545150757,-0.06845963001251221,-0.04911060601244799,-0.14101141691207886,-0.12375113368034363,-0.06477126821647516,-0.18027019500732422,-0.07093837857246399,-0.020189808381303465,-0.24539557099342346,-0.11552709341049194,-0.041325021234854376,-0.28628987073898315,-0.14432713389396667,-0.055487554220064794,-0.318148136138916,-0.1714552342891693,-0.06561094119916788,-0.15521854162216187,-0.11639568209648132,-0.02928034931193224,-0.21568214893341064,-0.19311445951461792,-0.051830529866322195,-0.2528618574142456,-0.24080650508403778,-0.06848835542569987,-0.2801195979118347,-0.2852863073348999,-0.07892836972843043,-0.11578381061553955,-0.14050820469856262,-0.04090894728670946,-0.14921540021896362,-0.18186050653457642,-0.07188418105016581,-0.13098710775375366,-0.11937788128852844,-0.07751524790893427,-0.11275100708007812,-0.07714220881462097,-0.07405208393703333,-0.07130134105682373,-0.14665117859840393,-0.054144829211338674,-0.10134607553482056,-0.16132932901382446,-0.07869772210489145,-0.09540021419525146,-0.11373311281204224,-0.07764236971507898,-0.08457809686660767,-0.07893764972686768,-0.0721004788554751,2
0.0,0.0,0.0,-0.058148205280303955,0.0008184313774108887,-0.019160173198713437,-0.10760462284088135,-0.04407525062561035,-0.03322375502301611,-0.11345928907394409,-0.10691899061203003,-0.0500842661769525,-0.10456538200378418,-0.1602659821510315,-0.06638817425681509,-0.14708295464515686,-0.13957089185714722,-0.022266100457443372,-0.19875645637512207,-0.20553123950958252,-0.042955144605173246,-0.2307106852531433,-0.24711069464683533,-0.055440276226534024,-0.2551126480102539,-0.2836802303791046,-0.0640664094300405,-0.11338865756988525,-0.1693306565284729,-0.031708522996439115,-0.1519836187362671,-0.2692384421825409,-0.054543326905502454,-0.1751701831817627,-0.3300262689590454,-0.07032325800372519,-0.18923094868659973,-0.3813324123620987,-0.07949560072137274,-0.07148677110671997,-0.1735793650150299,-0.043314650020136014,-0.09349226951599121,-0.22397398948669434,-0.07451398607207693,-0.09234625101089478,-0.15795627236366272,-0.08022028889371313,-0.08600431680679321,-0.10970976948738098,-0.07630789961530127,-0.02974635362625122,-0.15966951847076416,-0.05624561693383612,-0.05388516187667847,-0.18446683883666992,-0.08037096198512472,-0.063479483127594,-0.1378026306629181,-0.07949808176471151,-0.0662010908126831,-0.09841018915176392,-0.07395716693116583,2
0.0,0.0,0.0,-0.05637449026107788,-0.020141124725341797,-0.01877243718280397,-0.09907889366149902,-0.08097076416015625,-0.031784635914107184,-0.08849954605102539,-0.14475202560424805,-0.0475806006617745,-0.06149202585220337,-0.19058814644813538,-0.06255085481478773,-0.10931652784347534,-0.20167851448059082,-0.01983016444518171,-0.14478620886802673,-0.2835744619369507,-0.03878103656842313,-0.16431033611297607,-0.3338475823402405,-0.04948665289356313,-0.1777903139591217,-0.3777130991220474,-0.056553815437098365,-0.06892096996307373,-0.21887657046318054,-0.02855445904805265,-0.08363166451454163,-0.3290121853351593,-0.04901666654421888,-0.09327101707458496,-0.3973599970340729,-0.06210856599881254,-0.09645390510559082,-0.4501488506793976,-0.06886743469311796,-0.02817511558532715,-0.20717641711235046,-0.039863680434962134,-0.04504823684692383,-0.24833527207374573,-0.06932843936755262,-0.06064319610595703,-0.18665650486946106,-0.07556935114934049,-0.06591910123825073,-0.13982710242271423,-0.07162586314751707,0.006787002086639404,-0.17866668105125427,-0.05265728844477735,-0.016994237899780273,-0.19796708226203918,-0.07520368410422407,-0.03864794969558716,-0.15153205394744873,-0.07510056806876264,-0.050099849700927734,-0.11213028430938721,-0.07006165845467649,2
0.0,0.0,0.0,-0.04560235142707825,-0.042263567447662354,-0.02084699943202395,-0.06663215160369873,-0.11199939250946045,-0.036514955754455514,-0.0421237051486969,-0.16217195987701416,-0.05451710819738764,-0.007381021976470947,-0.19539210200309753,-0.07132767438429255,-0.03845277428627014,-0.23702257871627808,-0.023337249825772233,-0.041679054498672485,-0.3325670063495636,-0.04398091434973139,-0.04078438878059387,-0.3903290778398514,-0.055893833930667824,-0.037834107875823975,-0.4389956295490265,-0.06383125781553645,0.0016373991966247559,-0.2314932644367218,-0.03159907012718577,0.021793127059936523,-0.339718222618103,-0.053701798613246865,0.03473180532455444,-0.4058159440755844,-0.06811866461771388,0.04789257049560547,-0.4573724567890167,-0.07609849720734019,0.0334700345993042,-0.19927650690078735,-0.042422018195566125,0.03122192621231079,-0.24717968702316284,-0.07346616982954401,0.0011497735977172852,-0.19680702686309814,-0.07947010844486613,-0.017038047313690186,-0.15665072202682495,-0.07552062272566218,0.05660444498062134,-0.15385180711746216,-0.05479347258346934,0.045752644538879395,-0.18600907921791077,-0.07948846667545695,0.014887213706970215,-0.15633761882781982,-0.07985027431982417,-0.00814586877822876,-0.1284378170967102,-0.07499616145628352,2
